SENSORIMOTOR_SOURCE_DOMAIN,TYPE,IMAGE_SCHEMA_ANNOTATION,SOURCE_DOMAIN_FRAME,"FrameNet (frame), MetaNet (framedata)",TARGET_DOMAIN_FRAME,"FrameNet (frame), MetaNet (framedata)",CONCEPTUAL_METAPHOR,Language,LinguisticExamples,[SOURCE],TAKEN FROM,COMMENT ,
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Near,framedata:Proximity,Familiarity,frame:Familiarity,FAMILIAR IS NEAR,de,Die Beziehung zu Petra…sei…“sehr eng“ gewesen…,"(95/547ff)[Baldauf, 1997:171]",IScat ,Not in MetaNet,
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Near,framedata:Proximity,Familiarity,frame:Familiarity,FAMILIAR IS NEAR,de,…die ihn…in den letzten Jahren näher kannten.,"(95/691f)[Baldauf, 1997:171]",IScat ,Not in MetaNet,
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Near,framedata:Proximity,Familiarity,frame:Familiarity,FAMILIAR IS NEAR,de,Der Toten Nahestehende…,"(95/698f)[Baldauf, 1997:171]",IScat ,Not in MetaNet,
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Near,framedata:Proximity,Familiarity,frame:Familiarity,FAMILIAR IS NEAR,de,…die übergroße Nähe…,"(95/727)[Baldauf, 1997:171]",IScat ,Not in MetaNet,
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Near,framedata:Proximity,Familiarity,frame:Familiarity,FAMILIAR IS NEAR,de,…seinen engeren Mitarbeitern…,"(107/23f)[Baldauf, 1997:171]",IScat ,Not in MetaNet,
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Near,framedata:Proximity,Familiarity,frame:Familiarity,FAMILIAR IS NEAR,de,…ihrer engen Freundin…,"(130/68f)[Baldauf, 1997:171]",IScat ,Not in MetaNet,
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Moving_object,framedata:Proximity,Time,framedata:Time,TIME IS A MOVING OBJECT,en,When Tuesday comes. . .,"[Lakoff et al., 1991:76]",IScat ,"Changed from “TIME IS SOMETHING MOVING TOWARD YOU"" to “TIME IS A MOVING OBJECT” according to MetaNet",
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Moving_object,framedata:Proximity,Time,framedata:Time,TIME IS A MOVING OBJECT,en,Three O’clock is approaching.,"[Lakoff et al., 1991:76]",IScat ,"Changed from “TIME IS SOMETHING MOVING TOWARD YOU"" to “TIME IS A MOVING OBJECT” according to MetaNet",
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Moving_object,framedata:Proximity,Time,framedata:Time,TIME IS A MOVING OBJECT,en,Thursday passed without incident.,"[Lakoff et al., 1991:76]",IScat ,"Changed from “TIME IS SOMETHING MOVING TOWARD YOU"" to “TIME IS A MOVING OBJECT” according to MetaNet",
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Moving_object,framedata:Proximity,Time,framedata:Time,TIME IS A MOVING OBJECT,en,The witching hour is near.,"[Lakoff et al., 1991:76]",IScat ,"Changed from “TIME IS SOMETHING MOVING TOWARD YOU"" to “TIME IS A MOVING OBJECT” according to MetaNet",
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Moving_object,framedata:Proximity,Time,framedata:Time,TIME IS A MOVING OBJECT,en,Christmas is approaching.,[Núñez & Sweetser 2006:438],added by Dagmar,,
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Moving_object,framedata:Proximity,Time,framedata:Time,TIME IS A MOVING OBJECT,en,We are approaching the end of the year.,[Núñez & Sweetser 2006:438],added by Dagmar,,
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Closeness,framedata:Proximity,Effect,frame:SubjectiveInfluence,STRENGTH OF EFFECT IS CLOSENESS,en,Who are the men closest to Khomeini? (Who are the men who have the strongest effect on Khomeini?),"[Lakoff & Johnson, 1980:129]",IScat ,Not in MetaNet,
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Closeness,framedata:Proximity,Narrative Absorption,frame:Mental_stimulus_exp_focus ,NARRATIVE ABSORPTION IS BEING CLOSE,en,so you kind of feel a little bit closer to the character within the book.,[Balint & Tan 2015],IScat ,Not in MetaNet,
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Closeness,framedata:Proximity,Narrative Absorption,frame:Mental_stimulus_exp_focus ,NARRATIVE ABSORPTION IS BEING CLOSE,en,at that point I think I sort of felt like I had taken a step away from the story.,[Balint & Tan 2015],IScat ,Not in MetaNet,
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Closeness,framedata:Proximity,Narrative Absorption,frame:Mental_stimulus_exp_focus ,NARRATIVE ABSORPTION IS BEING CLOSE,en,"but it felt like someone you love being pulled away from you ever so slowly, agonizingly slowly, watching someone you love being tortured and then just having her gone, it was quite horrible. I mean what was in my soul, it’s probably the best description I can give you, it’s like a massive loss.",[Balint & Tan 2015],IScat ,Not in MetaNet,
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Near,framedata:Proximity,Present,framedata:Time,PRESENT IS NEAR,en,It is close on midnight.,"[Hurtienne & Meschke, 2016]",IScat ,Not in MetaNet,
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Faar,framedata:Proximity,Past,framedata:Time,PAST IS FAR,en,To answer that question we need to go further back in time.,"[Hurtienne & Meschke, 2016]",IScat ,"In MetaNet ""PAST IS BEHIND”",
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Near,framedata:Proximity,Emotions,frame:Emotions,EMOTIONAL IS NEAR,en,He was close to tears.,"[Hurtienne & Meschke, 2016]",IScat ,Not in MetaNet,
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Far,framedata:Proximity,Emotions,frame:Emotions,UNEMOTIONAL IS FAR,en, He became emotionally distant from his friends and family after the illness.,"[Hurtienne & Meschke, 2016]",IScat ,Not in MetaNet,
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Near,framedata:Proximity,Importance,frame:Importance,IMPORTANT IS NEAR,en,He is one of the prime minister's closest advisers.,"[Hurtienne & Meschke, 2016]",IScat ,Not in MetaNet,
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Far,framedata:Proximity,Importance,frame:Importance,UNIMPORTANT IS FAR,en,People need be entertained to take their attention away from conflict.,"[Hurtienne & Meschke, 2016]",IScat ,Not in MetaNet,
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Proximity,framedata:Proximity,Experience,framedata:Experiencing_a_state,EXPERIENCED STATE IS A PROXIMATE OBJECT,en,I can feel a headache approaching.,MetaNet,MetaNet,,
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Proximity,framedata:Proximity,Experience,framedata:Experiencing_a_state,EXPERIENCED STATE IS A PROXIMATE OBJECT,en,My symptoms went away.,MetaNet,MetaNet,,
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Near,framedata:Proximity,Agreement,framedata:Agreement,GOVERNMENTAL AGREEMENT IS PHYSICAL PROXIMITY,en,House Democrats and Republicans moved closer to agreeing on a budget today. ,MetaNet,MetaNet,,
CONTACT,SPATIAL_PRIMITIVE,CONTACT,Near,frame:SpatialContact,Relationships,frame:CognitiveConnection,MAKING RELATED IS CAUSING CONTACT,en,It is unclear how the new law applies to this situation. ,MetaNet,MetaNet,,
NEAR-FAR ,SPATIAL_PRIMITIVE,CENTER-PERIPHERY ,Near,framedata:Proximity,Neighbor,frame:PoliticalLocales,NEARBY COUNTRIES ARE NEIGHBORS,en,Canada is by far the closest of all our neighbors.,http://www.historians.org/projects/GIRoundtable/Canada/Canada_Intro.htm,MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,en,Let’s hope he can keep the team on the road to success.,"[Kövecses, 2002:134]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,en,She went from fat to thin through an intensive exercise program.,"[Kövecses, 2002:135]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,en,Do it this way.,"[Lakoff & Johnson, 1999:191]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,en,She did it the other way.,"[Lakoff & Johnson, 1999:191]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,en,Do it any way you can.,"[Lakoff & Johnson, 1999:191]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,en,However you want to go about it is fine with me.,"[Lakoff & Johnson, 1999:191]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,en,"If this doesn’t work, I’ll try a different route.",[Jäkel:281],IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,de,…sei nichts anderes als ein Schleichweg an die Macht…,"(3/108f)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,de,…es gibt tatsächlich Anzeichen für einen asiatischen Sonderweg.,"(7/297f)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,de,Das Gemauschel in der Grauzone sei einfach der falsche Weg.,"(21/11f)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,de,Jetzt hat die moderne Traumforschung einen Weg gefunden…,"(24/Untertitel)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,de,Ernst Tugendhats Denkweg führt durch die Denkgeschichte der Bundesrepublik.,"(43/Untertitel)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,de,"Es gab in unserem Jahrhundert viele Wege, die von Heidegger weggeführt haben.","(43/30ff)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,de,…kann…ein „mittlerer Weg“ das Problem relativieren…,"(44/161ff)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,de,Auf diesem Weg…,"(44/167)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,de,"…dass es nur einen Weg gebe, die Lage…zu verbessern.","(45/294f)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,de,…nach den dramatischen Irrwegen…,"(45/433ff)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,de,…schufen sich die EG-Regierungen auf dem Umweg über Brüssel Dutzende weiterer Zusatzbudgets.,"(70/146f)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,de,…die fallenreichen Pfade alternativer Politik…,"(95/542)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,de,Ein Weg aus der Hoffnungslosigkeit sei auch die Initiative…,"(124/58f)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,de,Nach dem Führungswechsel…scheint der Deutsche Judo-Bund…auf einem guten Weg…,"(125/1ff)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,de,Welchen Weg hätte die Brandenburgische CDU genommen…,"(20/61f)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,de,„Das ist der falsche Weg…,"(63/143)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,en,"To be cool, you have to wear your overalls this way.",MetaNet,MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,en,She solved the problem a different way. ,MetaNet,MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,en,Do it any way you can. ,MetaNet,MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,frame:Means,MEANS FOR ACHIEVING PURPOSES ARE PATHS,en,However you want to go about repairing it is fine with me. ,MetaNet,MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,framedata:Change_of_state,MEANS OF CHANGE OF STATE IS PATH,en,He went from fat to thin through an intensive exercise program.,"[Lakoff et al., 1991:21]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,framedata:Action,MEANS OF CHANGE OF ACTION IS PATH,en,He eased into bathing daily through the help of his friends.,"[Lakoff et al., 1991:21]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,framedata:Action,MEANS OF CHANGE OF ACTION IS PATH,de,Die SPD verfolgt eine Linie in Richtung große Koalition.,"(3/109f)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,framedata:Action,MEANS OF CHANGE OF ACTION IS PATH,de,Ein politischer Rückschlag…führt unweigerlich zu ökonomischen Verwerfungen…,"(22/231f)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,framedata:Action,MEANS OF CHANGE OF ACTION IS PATH,de,Mit einer kleinen Währungsunion auf Maastrich zugehen…,"(22/113ff)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,framedata:Action,MEANS OF CHANGE OF ACTION IS PATH,de,"Auch wenn die Politiker in Rio zu kurz springen, sie stolpern doch endlich in die richtige Richtung.","(59/78ff)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,framedata:Action,MEANS OF CHANGE OF ACTION IS PATH,de,…sie [die Demokratie] braucht vor allem moralische Wegweiser.,"(62/3f)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,framedata:Action,MEANS OF CHANGE OF ACTION IS PATH,de,"…dass wir alle unzufrieden waren über die Richtung, die Demokraten wie Republikaner eingeschlagen hatten.","(68/20ff)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,framedata:Action,MEANS OF CHANGE OF ACTION IS PATH,de,…und der Richtung der Reformen…,"(117/60)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,framedata:Action,MEANS OF CHANGE OF ACTION IS PATH,de,Der Weg fürht weg von der Heidegger-Begeisterung…,"(43/114f)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Means,framedata:Action,MEANS OF CHANGE OF ACTION IS PATH,de,…ist eine attraktive Forschungsrichtung.,"(154/109f)[Baldauf, 1997:141]",IScat ,"In MetaNet ""MEANS ARE PATHS”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Orientation,frame:Direction,Means,frame:Means,CHANGE IN MEANS IS CHANGE IN ORIENTATION,de,Ohne Kehrtwende…bleibe die Bundesrepublik…“außen vor“…,"(23/171ff)[Baldauf, 1997:142]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Orientation,frame:Direction,Means,frame:Means,CHANGE IN MEANS IS CHANGE IN ORIENTATION,de,…auch eine Neuorientierung in der Frage politischer Grundsätze…,"(34/64ff)[Baldauf, 1997:142]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Orientation,frame:Direction,Means,frame:Means,CHANGE IN MEANS IS CHANGE IN ORIENTATION,de,…ein Zeichen zur ökologischen Wende,"(56/Titel)[Baldauf, 1997:142]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Orientation,frame:Direction,Means,frame:Means,CHANGE IN MEANS IS CHANGE IN ORIENTATION,de,Wir haben unser Land schon wiederholt auf einen neuen Kurs gebracht.,"(68/141f)[Baldauf, 1997:142]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Orientation,frame:Direction,Means,frame:Means,CHANGE IN MEANS IS CHANGE IN ORIENTATION,de,…eine gewisse Umorientierung in der SPD…,"(92/367f)[Baldauf, 1997:142]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Orientation,frame:Direction,Means,frame:Means,CHANGE IN MEANS IS CHANGE IN ORIENTATION,de,"…forderte sie die Umkehr, eine Welt ohne Waffen…","(95/45ff)[Baldauf, 1997:142]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Orientation,frame:Direction,Means,frame:Means,CHANGE IN MEANS IS CHANGE IN ORIENTATION,de,…um Jelzin den Kurswechsel nicht unnötig schwer zu machen…,"(117/126f)[Baldauf, 1997:142]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Orientation,frame:Direction,Means,frame:Means,CHANGE IN MEANS IS CHANGE IN ORIENTATION,de,…daß er…einen Parteitag herumreißen könnte.,"(23/64ff)[Baldauf, 1997:142]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Destination,framedata:Motion_to_a_destination,Purposes,frame:Purpose,PURPOSES ARE DESTINATIONS,en,He finally reached his goals.,"[Kövecses, 2002:135]",IScat ,"In MetaNet ""ACHIEVING A PURPOSE IS REACHING A DESTINATION”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Destination,framedata:Motion_to_a_destination,Purposes,frame:Purpose,PURPOSES ARE DESTINATIONS,en,He’s headed for great things.,[Jäkel:281],IScat ,"In MetaNet ""ACHIEVING A PURPOSE IS REACHING A DESTINATION”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Destination,framedata:Motion_to_a_destination,Purposes,frame:Purpose,PURPOSES ARE DESTINATIONS,en,It took him hours to reach a state of perfect concentration.,"[Lakoff et al., 1991:8]",IScat ,"In MetaNet ""ACHIEVING A PURPOSE IS REACHING A DESTINATION”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Destination,framedata:Motion_to_a_destination,Purposes,frame:Purpose,PURPOSES ARE DESTINATIONS,en,"He’ll ultimately be successful, but he isn’t there yet.","[Lakoff & Johnson, 1999:53]",IScat ,"In MetaNet ""ACHIEVING A PURPOSE IS REACHING A DESTINATION”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Destination,framedata:Motion_to_a_destination,Purposes,frame:Purpose,PURPOSES ARE DESTINATIONS,en,We’ve reached the end.,"[Lakoff & Johnson, 1999:190]",IScat ,"In MetaNet ""ACHIEVING A PURPOSE IS REACHING A DESTINATION”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Destination,framedata:Motion_to_a_destination,Purposes,frame:Purpose,PURPOSES ARE DESTINATIONS,en,We’re where we wanted to go.,"[Lakoff & Johnson, 1999:190]",IScat ,"In MetaNet ""ACHIEVING A PURPOSE IS REACHING A DESTINATION”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Destination,framedata:Motion_to_a_destination,Purposes,frame:Purpose,PURPOSES ARE DESTINATIONS,en,The goal is a long way off.,"[Lakoff & Johnson, 1999:190]",IScat ,"In MetaNet ""ACHIEVING A PURPOSE IS REACHING A DESTINATION”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Destination,framedata:Motion_to_a_destination,Purposes,frame:Purpose,PURPOSES ARE DESTINATIONS,en,The necessary retrofitting is now at an end.,"[Lakoff & Johnson, 1999:204]",IScat ,"In MetaNet ""ACHIEVING A PURPOSE IS REACHING A DESTINATION”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Direction,framedata:Motion_to_a_destination,Purposes,frame:Purpose,LACK OF PURPOSE IS LACK OF DIRECTION,en,He is just floating around.,"[Lakoff & Johnson, 1999:190]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Direction,framedata:Motion_to_a_destination,Purposes,frame:Purpose,LACK OF PURPOSE IS LACK OF DIRECTION,en,She is drifting aimlessly.,"[Lakoff & Johnson, 1999:190]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Direction,framedata:Motion_to_a_destination,Purposes,frame:Purpose,LACK OF PURPOSE IS LACK OF DIRECTION,en,He needs some direction.,"[Lakoff & Johnson, 1999:190]",IScat ,Not in MetaNet,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Time,framedata:Time,TIME IS A PATH,de,…ein so anderes Ergebnis vorausgesagt hatten…,"(11/177f)[Baldauf, 1997:147]",IScat ,"In MetaNet ""TIME IS A MOVING OBJECT”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Time,framedata:Time,TIME IS A PATH,de,…in Rückerinnerung an…,"(5/238)[Baldauf, 1997:147]",IScat ,"In MetaNet ""TIME IS A MOVING OBJECT”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Time,framedata:Time,TIME IS A PATH,de,…im Rückblick auf die zehn Jahre…,"(13/90f)[Baldauf, 1997:147]",IScat ,"In MetaNet ""TIME IS A MOVING OBJECT”",
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Path,framedata:Physical_path,Time,framedata:Time,TIME IS A PATH,de,Während der zurückliegenden vier Jahrzehnte,"(15/20f)[Baldauf, 1997:147]",IScat ,"In MetaNet ""TIME IS A MOVING OBJECT”",
